Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name,Average Data Speed Download,Average Data Speed Upload,Population,Literacy Rate,Rainfall,Area of the state,Average_Signal
RJio,Indoor,4G,1,Poor Voice Quality,0.842027832,0.299568691,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
Airtel,Indoor,3G,1,Poor Voice Quality,0.191886721,0.380002663,Tamil Nadu,0.036321276,0.062303489,2,8,2,0.300607167,0.478453945
Vodafone,Outdoor,3G,1,Poor Voice Quality,0.422060217,0.180329428,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.447422091,0.150165356,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,4G,4,Satisfactory,0.592663698,0.72887217,West Bengal,0.185890983,0.420457718,3,7,6,0.1644461,0.476359067
Airtel,Indoor,4G,4,Satisfactory,0.165936293,0.28514383,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Idea,Indoor,3G,4,Satisfactory,0.481875343,0.180523254,Maharashtra,0.053706888,0.079390198,4,8,4,0.88619403,0.478341131
Airtel,Indoor,4G,2,Poor Voice Quality,0.196007671,0.326483318,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Indoor,4G,5,Satisfactory,0.19600053,0.326503523,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Indoor,4G,5,Satisfactory,0.196008076,0.326483355,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Vodafone,Indoor,4G,4,Satisfactory,0.448588972,0.145834756,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Vodafone,Travelling,4G,2,Poor Voice Quality,0.836881941,0.31926335,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
RJio,Indoor,4G,1,Poor Voice Quality,0.75377725,0.211115666,Rajasthan,0.856392565,0.459604482,2,6,0,1,0.479225424
Vodafone,Indoor,4G,5,Satisfactory,0.841850136,0.316301811,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
Vodafone,Travelling,4G,5,Satisfactory,0.840069081,0.314366238,Uttar Pradesh,0.147095604,0.237023093,9,6,3,0.673827198,0.476616193
Airtel,Indoor,4G,5,Satisfactory,0.535425082,0.165059296,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Outdoor,4G,4,Satisfactory,0.424421042,0.181499086,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,1,Poor Voice Quality,0.698840896,0.256867426,Rajasthan,0.235373678,0.252552298,2,6,0,1,0.476374341
Vodafone,Indoor,3G,4,Satisfactory,0.448588972,0.145834756,Maharashtra,0.06840079,0.08136687,4,8,4,0.88619403,0.478677566
Airtel,Indoor,3G,4,Satisfactory,0.192409437,0.323559419,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
Airtel,Indoor,3G,5,Satisfactory,0.107038466,0.300663062,Tamil Nadu,0.036321276,0.062303489,2,8,2,0.300607167,0.478453945
Vodafone,Travelling,4G,4,Satisfactory,0.429269788,0.179171633,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
RJio,Indoor,4G,5,Satisfactory,0.194635139,0.420863859,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
Vodafone,Indoor,4G,5,Satisfactory,0.769717602,0.254791561,Rajasthan,0.175813487,0.397520994,2,6,0,1,0.477613938
RJio,Outdoor,4G,5,Satisfactory,0.557578194,0.671618739,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Airtel,Indoor,3G,4,Satisfactory,0.192409437,0.323559419,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
RJio,Travelling,4G,3,Satisfactory,0.424346944,0.181472432,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.529973229,0.377517484,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.498936608,0.631646232,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Travelling,4G,3,Satisfactory,0.424346944,0.181472432,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,4G,4,Satisfactory,0.190684086,0.322413637,Karnataka,0.130094962,0.315721623,2,7,3,0.504087337,0.477875434
Vodafone,Indoor,3G,5,Satisfactory,0.615165564,0.135516592,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
Idea,Indoor,4G,2,Poor Voice Quality,0.857336164,0.300617209,Haryana,0.174384104,0.676380024,0,7,1,0.017631586,0.477263719
Vodafone,Travelling,3G,1,Poor Voice Quality,0.661201978,0.17526717,Rajasthan,0.069154395,0.098922914,2,6,0,1,0.478636991
Vodafone,Travelling,4G,3,Satisfactory,0.429386345,0.179414476,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Airtel,Indoor,3G,2,Poor Voice Quality,0.839075991,0.310826509,Uttar Pradesh,0.059478667,0.0534385,9,6,3,0.673827198,0.478804095
Idea,Outdoor,4G,1,Call Dropped,0.195880928,0.325946264,Karnataka,0.168479481,0.270879844,2,7,3,0.504087337,0.477427482
Vodafone,Indoor,4G,5,Satisfactory,0.452946709,0.149964329,Maharashtra,0.16002863,0.230054742,4,8,4,0.88619403,0.476391694
Vodafone,Indoor,3G,3,Poor Voice Quality,0.915386329,0.294911635,Haryana,0.077016602,0.105497764,0,7,1,0.017631586,0.47839147
RJio,Travelling,4G,3,Satisfactory,0.424350824,0.181474018,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.446980249,0.143930758,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Idea,Outdoor,4G,3,Call Dropped,0.195880928,0.325946264,Karnataka,0.168479481,0.270879844,2,7,3,0.504087337,0.477427482
RJio,Indoor,4G,4,Satisfactory,0.834171686,0.301521727,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,4,Satisfactory,0.834171686,0.301521727,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
Idea,Indoor,4G,1,Poor Voice Quality,0.834171686,0.301521727,Haryana,0.174384104,0.676380024,0,7,1,0.017631586,0.477263719
RJio,Indoor,4G,5,Satisfactory,0.834207262,0.301561588,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,4,Satisfactory,0.834207262,0.301561588,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
Idea,Outdoor,4G,4,Satisfactory,0.195880928,0.325946264,Karnataka,0.168479481,0.270879844,2,7,3,0.504087337,0.477427482
Airtel,Travelling,3G,4,Satisfactory,0.784225312,0.239408608,Rajasthan,0.071618944,0.04381511,2,6,0,1,0.478379699
RJio,Indoor,4G,4,Satisfactory,0.604447312,0.72746911,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Outdoor,4G,4,Satisfactory,0.123433103,0.308242311,Tamil Nadu,0.514401251,0.32387081,2,8,2,0.300607167,0.477966862
RJio,Indoor,4G,5,Satisfactory,0.577983321,0.594613088,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
Airtel,Travelling,4G,3,Satisfactory,0.342112257,0.424689011,Andhra Pradesh,0.433892547,0.508261271,3,0,3,0.399972312,0.476422402
Airtel,Travelling,4G,2,Poor Voice Quality,0.342112257,0.424689011,Andhra Pradesh,0.433892547,0.508261271,3,0,3,0.399972312,0.476422402
Airtel,Travelling,4G,2,Poor Voice Quality,0.342112257,0.424689011,Andhra Pradesh,0.433892547,0.508261271,3,0,3,0.399972312,0.476422402
RJio,Indoor,4G,5,Satisfactory,0.446980249,0.143930758,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Call Dropped,0.535447678,0.165128528,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,3,Poor Voice Quality,0.428198116,0.176633961,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.428187546,0.176637095,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,4G,3,Satisfactory,0.473239443,0.141103677,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,3G,3,Satisfactory,0.473239443,0.141103677,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Outdoor,4G,5,Satisfactory,0.545029506,0.669862191,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Outdoor,4G,5,Satisfactory,0.545029506,0.669862191,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Outdoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Outdoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.49869258,0.631605411,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.545029506,0.669862191,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,4,Satisfactory,0.192160828,0.323470883,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
Airtel,Indoor,3G,3,Satisfactory,0.473239443,0.141103677,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Indoor,4G,4,Satisfactory,0.742041134,0.343596557,Madhya Pradesh,0.727246621,0.381830121,2,7,3,0.887970703,0.478252066
Vodafone,Indoor,4G,3,Poor Voice Quality,0.915394121,0.294913765,Haryana,0.13550797,0.220632218,0,7,1,0.017631586,0.47639887
RJio,Indoor,4G,1,Poor Voice Quality,0.534726912,0.139504697,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,1,Poor Voice Quality,0.534726912,0.139504697,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Outdoor,4G,1,Poor Voice Quality,0.723979935,0.446113288,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.443304798,0.143615573,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,3G,5,Satisfactory,0.618110053,0.13591285,Gujarat,0.109267119,0.127813653,2,8,2,0.51804032,0.479734519
RJio,Indoor,4G,5,Satisfactory,0.192985012,0.323325358,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
RJio,Indoor,4G,4,Satisfactory,0.609743964,0.131678137,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,1,Call Dropped,0.447170084,0.14959171,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Outdoor,4G,2,Poor Voice Quality,0.449978472,0.143362609,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,3,Satisfactory,0.450080705,0.142943204,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,3G,1,Poor Voice Quality,0.450078305,0.142941569,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Airtel,Indoor,4G,1,Call Dropped,0.450080188,0.142939983,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,1,Poor Voice Quality,0.447857526,0.143775541,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
RJio,Indoor,4G,4,Satisfactory,0.742041134,0.343596557,Madhya Pradesh,0.727246621,0.381830121,2,7,3,0.887970703,0.478252066
Airtel,Indoor,4G,5,Satisfactory,0.701426933,0.62858309,Bihar,0.239961574,0.295749906,4,6,3,0.182282053,0.476886789
RJio,Indoor,4G,2,Poor Voice Quality,0.428560834,0.180692709,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,3,Satisfactory,0.427675311,0.179220224,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Travelling,4G,5,Satisfactory,0.428290372,0.532405951,Andhra Pradesh,1,0.461252155,3,0,3,0.399972312,0.479194213
RJio,Indoor,4G,5,Satisfactory,0.428290372,0.532405951,Andhra Pradesh,1,0.461252155,3,0,3,0.399972312,0.479194213
RJio,Outdoor,4G,5,Satisfactory,0.445927584,0.144552072,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Outdoor,4G,5,Satisfactory,0.445579091,0.14468296,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,3G,2,Poor Voice Quality,0.191993519,0.380080977,Tamil Nadu,0.036321276,0.062303489,2,8,2,0.300607167,0.478453945
Idea,Indoor,4G,4,Satisfactory,0.580432749,0.158876476,Gujarat,0.237321954,0.570446303,2,8,2,0.51804032,0.477344263
Airtel,Outdoor,4G,1,Call Dropped,0.744726158,0.148289154,Rajasthan,0.235373678,0.252552298,2,6,0,1,0.476374341
RJio,Indoor,4G,1,Call Dropped,0.535447678,0.165128528,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,3,Poor Voice Quality,0.609743964,0.131678137,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
RJio,Indoor,4G,4,Satisfactory,0.451552858,0.145120711,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Airtel,Indoor,4G,5,Satisfactory,0.914430811,0.277504041,Punjab,0.322850374,0.249792291,0,7,1,0.03790346,0.47646086
RJio,Outdoor,4G,4,Satisfactory,0.195528182,0.320415424,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
Airtel,Indoor,3G,1,Call Dropped,0.105934093,0.406862383,Tamil Nadu,0.036321276,0.062303489,2,8,2,0.300607167,0.478453945
RJio,Outdoor,4G,4,Satisfactory,0.195528182,0.320415424,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
RJio,Indoor,4G,5,Satisfactory,0.615023458,0.363558768,Madhya Pradesh,0.727246621,0.381830121,2,7,3,0.887970703,0.478252066
RJio,Indoor,4G,3,Satisfactory,0.451552858,0.145120711,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.452366593,0.541239769,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.50034384,0.632092262,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,4,Satisfactory,0.429634383,0.531542551,Andhra Pradesh,1,0.461252155,3,0,3,0.399972312,0.479194213
RJio,Indoor,4G,5,Satisfactory,0.498701916,0.631606587,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Indoor,4G,5,Satisfactory,0.547589878,0.672739566,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Travelling,4G,2,Call Dropped,0.708690574,0.580379589,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
Airtel,Travelling,3G,2,Poor Voice Quality,0.707022848,0.21113359,Rajasthan,0.071618944,0.04381511,2,6,0,1,0.478379699
RJio,Indoor,4G,3,Satisfactory,0.4515717,0.145131137,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,5,Satisfactory,0.461849082,0.32843585,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
Vodafone,Indoor,3G,4,Satisfactory,0.592663698,0.72887217,West Bengal,0.058112623,0.079078531,3,7,6,0.1644461,0.478087119
Vodafone,Indoor,4G,4,Satisfactory,0.610222465,0.13158218,Gujarat,0.211519457,0.370879261,2,8,2,0.51804032,0.477251696
Vodafone,Indoor,4G,4,Satisfactory,0.610222465,0.13158218,Gujarat,0.211519457,0.370879261,2,8,2,0.51804032,0.477251696
Vodafone,Indoor,4G,4,Satisfactory,0.592663698,0.72887217,West Bengal,0.185890983,0.420457718,3,7,6,0.1644461,0.476359067
Airtel,Indoor,4G,2,Poor Voice Quality,0.580182631,0.155323402,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,3G,3,Satisfactory,0.580182631,0.155323402,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.581754797,0.156035433,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.581754797,0.156035433,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Travelling,4G,3,Satisfactory,0.582360528,0.157824789,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,4G,3,Satisfactory,0.583030446,0.158821634,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,3G,3,Satisfactory,0.581754797,0.156035433,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.580182631,0.155323402,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.580185197,0.155332213,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.583024035,0.158846061,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Outdoor,4G,3,Satisfactory,0.583031489,0.158841408,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Travelling,3G,3,Satisfactory,0.583031489,0.158841408,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,4G,3,Satisfactory,0.581744337,0.156023752,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,3G,3,Satisfactory,0.581724397,0.156047786,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,4G,3,Satisfactory,0.580207865,0.15531097,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,4G,3,Satisfactory,0.580207865,0.15531097,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,4G,3,Satisfactory,0.581724397,0.156047786,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,4G,3,Satisfactory,0.580207865,0.15531097,Gujarat,0.175516822,0.191200478,2,8,2,0.51804032,0.477699176
Airtel,Indoor,3G,2,Poor Voice Quality,0.581724397,0.156047786,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.580172861,0.155306941,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.580172861,0.155306941,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,3,Satisfactory,0.580172861,0.155306941,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
Airtel,Indoor,3G,1,Poor Voice Quality,0.580172861,0.155306941,Gujarat,0.116267782,0.016700042,2,8,2,0.51804032,0.479211325
RJio,Indoor,4G,3,Satisfactory,0.451560403,0.145127177,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,2,Call Dropped,0.708690574,0.580379589,Bihar,0.978007087,0.531543662,4,6,3,0.182282053,0.478527436
Idea,Outdoor,4G,4,Satisfactory,0.749169398,0.260025535,Rajasthan,0.167838994,0.258672313,2,6,0,1,0.47759151
Airtel,Indoor,3G,5,Satisfactory,0.428107685,0.17839033,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Indoor,4G,4,Satisfactory,0.591195346,0.726726607,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Indoor,4G,2,Poor Voice Quality,0.451560403,0.145127177,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,4,Satisfactory,0.429632061,0.531540138,Andhra Pradesh,1,0.461252155,3,0,3,0.399972312,0.479194213
RJio,Indoor,4G,4,Satisfactory,0.596892274,0.727615825,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
RJio,Indoor,4G,2,Poor Voice Quality,0.62064184,0.315024699,Madhya Pradesh,0.727246621,0.381830121,2,7,3,0.887970703,0.478252066
RJio,Indoor,4G,4,Satisfactory,0.609743964,0.131678137,Gujarat,0.504789572,0.285163213,2,8,2,0.51804032,0.478339777
Airtel,Indoor,3G,4,Satisfactory,0.446582432,0.146118285,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
Vodafone,Indoor,3G,5,Satisfactory,0.771137652,0.252591701,Rajasthan,0.069154395,0.098922914,2,6,0,1,0.478636991
Airtel,Indoor,4G,1,Call Dropped,0.192075518,0.323280907,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
RJio,Indoor,4G,3,Satisfactory,0.451560403,0.145127177,Maharashtra,0.638263641,0.325794148,4,8,4,0.88619403,0.478171535
RJio,Indoor,4G,1,Poor Voice Quality,0.766744242,0.44658527,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,2,Poor Voice Quality,0.865004288,0.252257318,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
RJio,Indoor,4G,1,Poor Voice Quality,0.766744242,0.44658527,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Outdoor,4G,3,Satisfactory,0.865004288,0.252257318,Haryana,0.221015122,0.204923846,0,7,1,0.017631586,0.476760872
Vodafone,Indoor,4G,4,Satisfactory,0.592663698,0.72887217,West Bengal,0.185890983,0.420457718,3,7,6,0.1644461,0.476359067
RJio,Indoor,4G,1,Call Dropped,0.766744242,0.44658527,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.84182859,0.316494098,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.541572245,0.548345195,Odisha,0.970964814,0.556210557,1,7,4,0.385145826,0.480696833
RJio,Travelling,4G,4,Satisfactory,0.766590845,0.539262347,Uttar Pradesh,0.706629294,0.444990279,9,6,3,0.673827198,0.478546736
RJio,Indoor,4G,5,Satisfactory,0.59355706,0.727751882,West Bengal,0.518466709,0.283986543,3,7,6,0.1644461,0.477986432
Airtel,Indoor,4G,2,Poor Voice Quality,0.198477741,0.32397645,Karnataka,0.271479815,0.19751216,2,7,3,0.504087337,0.476721001
Airtel,Indoor,3G,1,Call Dropped,0.192075518,0.323280907,Karnataka,0.054367101,0.054221802,2,7,3,0.504087337,0.478120278
RJio,Indoor,4G,4,Satisfactory,0.192086397,0.323443963,Karnataka,0.522448639,0.791646979,2,7,3,0.504087337,0.477132317
Airtel,Indoor,3G,1,Poor Voice Quality,0.450775882,0.144304654,Maharashtra,0.057104427,0.027341735,4,8,4,0.88619403,0.478853385
RJio,Indoor,4G,4,Satisfactory,0.742041134,0.343596557,Madhya Pradesh,0.727246621,0.381830121,2,7,3,0.887970703,0.478252066
Airtel,Indoor,4G,4,Satisfactory,0.389113857,0.258788181,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.389117038,0.258787095,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,3,Poor Voice Quality,0.389374424,0.258656055,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Travelling,4G,3,Poor Voice Quality,0.389374408,0.258656573,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.389374408,0.258656573,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
Airtel,Indoor,4G,4,Satisfactory,0.389374408,0.258656573,Maharashtra,0.333021108,0.395611822,4,8,4,0.88619403,0.476858539
